tconst,ordering,nconst,category,job,characters
tt7168344,2,nm0001293,actor,,"[""Chris Griffin""]"
tt7168344,3,nm1396611,actor,,
tt7168344,4,nm0958412,writer,creator,
tt7181718,10,nm0242390,composer,,
tt7181718,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""PC Principal""]"
tt7181718,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7181718,3,nm0829181,actress,,"[""Various characters""]"
tt7181718,4,nm0551065,actress,,"[""Various characters""]"
tt7181718,5,nm0333536,writer,creator,
tt7181718,6,nm0063872,producer,producer,
tt7181718,7,nm0154074,producer,producer,
tt7181718,8,nm0397938,producer,producer,
tt7181718,9,nm0832833,producer,producer,
tt7181726,10,nm0304694,editor,,
tt7181726,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt7181726,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7181726,3,nm0829181,actress,,"[""Sharon Marsh"",""Shelly Marsh"",""Additional voices""]"
tt7181726,4,nm0333536,writer,creator,
tt7181726,5,nm0063872,producer,producer,
tt7181726,6,nm0154074,producer,producer,
tt7181726,7,nm0397938,producer,producer,
tt7181726,8,nm0832833,producer,producer,
tt7181726,9,nm0242390,composer,,
tt7181740,10,nm0242390,composer,,
tt7181740,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt7181740,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7181740,3,nm0829181,actress,,"[""Sharon Marsh"",""Various characters""]"
tt7181740,4,nm0551065,actress,,"[""Linda Stotch"",""Various characters""]"
tt7181740,5,nm0333536,writer,creator,
tt7181740,6,nm0063872,producer,producer,
tt7181740,7,nm0154074,producer,producer,
tt7181740,8,nm0397938,producer,producer,
tt7181740,9,nm0832833,producer,producer,
tt7192428,10,nm2181286,producer,producer,
tt7192428,1,nm1802209,actor,,"[""Nick Birch"",""Hormone Monster"",""Coach Steve""]"
tt7192428,2,nm1825214,actor,,"[""Andrew Glouberman"",""Babe the Blue Ox""]"
tt7192428,3,nm0993507,actress,,"[""Leah Birch""]"
tt7192428,4,nm0035488,actor,,"[""Elliot Birch"",""Ghost of Antonin Scalia""]"
tt7192428,5,nm1664562,director,,
tt7192428,6,nm2810295,writer,creator,
tt7192428,7,nm0505662,writer,creator,
tt7192428,8,nm0280814,writer,creator,
tt7192428,9,nm3269545,writer,written by,
tt7192436,10,nm5369368,writer,written by,
tt7192436,1,nm1802209,actor,,"[""Nick Birch"",""Hormone Monster"",""Lola""]"
tt7192436,2,nm1825214,actor,,"[""Andrew Glouberman""]"
tt7192436,3,nm0035488,actor,,
tt7192436,4,nm0149560,actress,,"[""Shannon Glaser""]"
tt7192436,5,nm1046217,director,,
tt7192436,6,nm2810295,writer,creator,
tt7192436,7,nm0505662,writer,creator,
tt7192436,8,nm0280814,writer,creator,
tt7192436,9,nm0703666,writer,written by,
tt7193024,10,nm2181286,producer,producer,
tt7193024,1,nm1802209,actor,,"[""Nick Birch"",""Hormone Monster"",""Coach Steve""]"
tt7193024,2,nm1825214,actor,,"[""Andrew Glouberman""]"
tt7193024,3,nm0016141,actor,,"[""Gustavo""]"
tt7193024,4,nm0035488,actor,,"[""Elliot Birch""]"
tt7193024,5,nm1439508,director,,
tt7193024,6,nm2810295,writer,creator,
tt7193024,7,nm0505662,writer,creator,
tt7193024,8,nm0280814,writer,creator,
tt7193024,9,nm6008860,writer,written by,
tt7197038,10,nm1022691,writer,written by,
tt7197038,1,nm0035488,actor,,"[""Elliot Birch""]"
tt7197038,2,nm0068338,actress,,"[""Pam""]"
tt7197038,3,nm2654481,actor,,"[""Detective""]"
tt7197038,4,nm0149560,actress,,"[""Shannon Glaser""]"
tt7197038,5,nm1664562,director,,
tt7197038,6,nm1802209,writer,creator,
tt7197038,7,nm2810295,writer,creator,
tt7197038,8,nm0505662,writer,creator,
tt7197038,9,nm0280814,writer,creator,
tt7200846,10,nm2181286,producer,producer,
tt7200846,1,nm0035488,actor,,"[""Elliot Birch""]"
tt7200846,2,nm1789985,actor,,
tt7200846,3,nm1585728,actress,,"[""Jessi Glaser""]"
tt7200846,4,nm1802209,actor,,"[""Nick Birch"",""Hormone Monster"",""Coach Steve""]"
tt7200846,5,nm1046217,director,,
tt7200846,6,nm2810295,writer,creator,
tt7200846,7,nm0505662,writer,creator,
tt7200846,8,nm0280814,writer,creator,
tt7200846,9,nm0099189,writer,written by,
tt7203690,10,nm6008860,writer,written by,
tt7203690,1,nm0035488,actor,,"[""Elliot Birch""]"
tt7203690,2,nm0149560,actress,,"[""Shannon Glaser""]"
tt7203690,3,nm1789985,actor,,"[""Judd Birch""]"
tt7203690,4,nm0993507,actress,,"[""Leah Birch""]"
tt7203690,5,nm1439508,director,,
tt7203690,6,nm1802209,writer,creator,
tt7203690,7,nm2810295,writer,creator,
tt7203690,8,nm0505662,writer,creator,
tt7203690,9,nm0280814,writer,creator,
tt7229928,10,nm2503479,writer,written by,
tt7229928,1,nm0035488,actor,,"[""Elliot Birch""]"
tt7229928,2,nm0068338,actress,,"[""Pam""]"
tt7229928,3,nm2654481,actor,,"[""Detective""]"
tt7229928,4,nm0454236,actor,,"[""Marty Glouberman""]"
tt7229928,5,nm1046217,director,,
tt7229928,6,nm1802209,writer,creator,
tt7229928,7,nm2810295,writer,creator,
tt7229928,8,nm0505662,writer,creator,
tt7229928,9,nm0280814,writer,creator,
tt7234634,10,nm4758065,writer,written by,
tt7234634,1,nm0993507,actress,,"[""Leah Birch""]"
tt7234634,2,nm0035488,actor,,"[""Elliot Birch""]"
tt7234634,3,nm2654481,actor,,
tt7234634,4,nm0149560,actress,,"[""Shannon Glaser""]"
tt7234634,5,nm1664562,director,,
tt7234634,6,nm1802209,writer,creator,
tt7234634,7,nm2810295,writer,creator,
tt7234634,8,nm0505662,writer,creator,
tt7234634,9,nm0280814,writer,creator,
tt7325056,10,nm0242390,composer,,
tt7325056,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt7325056,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7325056,3,nm0829181,actress,,"[""Mrs. McGullicutty"",""Various characters""]"
tt7325056,4,nm1265802,actor,,"[""Marcus""]"
tt7325056,5,nm0333536,writer,creator,
tt7325056,6,nm0063872,producer,producer,
tt7325056,7,nm0154074,producer,producer,
tt7325056,8,nm0397938,producer,producer,
tt7325056,9,nm0832833,producer,producer,
tt7343988,10,nm0303991,writer,written by,
tt7343988,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson""]"
tt7343988,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7343988,3,nm0004813,actress,,"[""Bart Simpson""]"
tt7343988,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7343988,5,nm0027214,director,supervising director,
tt7343988,6,nm0622048,director,,
tt7343988,7,nm0004981,writer,creator,
tt7343988,8,nm0000985,writer,creator,
tt7343988,9,nm0800376,writer,creator,
tt7343990,10,nm0798899,writer,written by,
tt7343990,1,nm0144657,actor,,"[""Homer Simpson"",""Sideshow Mel""]"
tt7343990,2,nm0001413,actress,,"[""Marge Simpson"",""Eunice Bouvier""]"
tt7343990,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Kearney Zzyzwicz""]"
tt7343990,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7343990,5,nm0026433,director,,
tt7343990,6,nm0027214,director,supervising director,
tt7343990,7,nm0004981,writer,creator,
tt7343990,8,nm0000985,writer,creator,
tt7343990,9,nm0800376,writer,creator,
tt7343996,10,nm0419830,writer,written by,
tt7343996,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson""]"
tt7343996,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7343996,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum""]"
tt7343996,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7343996,5,nm0601901,director,,
tt7343996,6,nm0027214,director,supervising director,
tt7343996,7,nm0004981,writer,creator,
tt7343996,8,nm0000985,writer,creator,
tt7343996,9,nm0800376,writer,creator,
tt7349806,10,nm0304694,editor,,
tt7349806,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Randy Marsh""]"
tt7349806,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7349806,3,nm0829181,actress,,"[""Liane Cartman"",""Sharon Marsh"",""Mayor McDaniels""]"
tt7349806,4,nm0063872,actor,,"[""Token Black""]"
tt7349806,5,nm0333536,writer,creator,
tt7349806,6,nm0154074,producer,producer,
tt7349806,7,nm0397938,producer,producer,
tt7349806,8,nm0832833,producer,producer,
tt7349806,9,nm0242390,composer,,
tt7351732,10,nm0832833,producer,producer,
tt7351732,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt7351732,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7351732,3,nm0829181,actress,,"[""Wendy Testaburger"",""Liane Cartman"",""Linda Black""]"
tt7351732,4,nm0551065,actress,,"[""Various Characters""]"
tt7351732,5,nm0333536,writer,creator,
tt7351732,6,nm0063872,producer,producer,
tt7351732,7,nm0154074,producer,producer,
tt7351732,8,nm0352778,producer,producer,
tt7351732,9,nm0397938,producer,producer,
tt7360178,10,nm0242390,composer,,
tt7360178,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Jimmy Valmer""]"
tt7360178,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7360178,3,nm0829181,actress,,"[""Wendy Testaburger"",""Various Characters""]"
tt7360178,4,nm0672330,actress,,"[""Nicole""]"
tt7360178,5,nm0333536,writer,creator,
tt7360178,6,nm0063872,producer,producer,
tt7360178,7,nm0154074,producer,producer,
tt7360178,8,nm0397938,producer,producer,
tt7360178,9,nm0832833,producer,producer,
tt7360186,10,nm0242390,composer,,
tt7360186,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt7360186,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters Stotch""]"
tt7360186,3,nm1361758,actress,,"[""Heidi Turner"",""Strong Woman""]"
tt7360186,4,nm0829181,actress,,"[""Wendy Testaburger"",""Various Characters""]"
tt7360186,5,nm0333536,writer,creator,
tt7360186,6,nm0063872,producer,producer,
tt7360186,7,nm0154074,producer,producer,
tt7360186,8,nm0397938,producer,producer,
tt7360186,9,nm0832833,producer,producer,
tt7368116,10,nm2747257,writer,written by,
tt7368116,1,nm0144657,actor,,"[""Homer Simpson"",""Barney Gumble"",""Harold""]"
tt7368116,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7368116,3,nm0004813,actress,,"[""Bart Simpson""]"
tt7368116,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7368116,5,nm0027214,director,director: couch gag,
tt7368116,6,nm0688914,director,,
tt7368116,7,nm0004981,writer,creator,
tt7368116,8,nm0000985,writer,creator,
tt7368116,9,nm0800376,writer,creator,
tt7410954,10,nm0800376,writer,creator,
tt7410954,1,nm0144657,actor,,"[""Homer Simpson""]"
tt7410954,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7410954,3,nm0004813,actress,,"[""Bart Simpson""]"
tt7410954,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7410954,5,nm2836316,director,,
tt7410954,6,nm0000985,writer,creator,
tt7410954,7,nm0337286,writer,written by,
tt7410954,8,nm0004981,writer,creator,
tt7410954,9,nm0783468,writer,written by,
tt7431922,10,nm0001293,writer,creator,
tt7431922,1,nm0511088,actor,,"[""Rick Grimes""]"
tt7431922,2,nm1256532,actor,,"[""Shane Walsh""]"
tt7431922,3,nm0915637,actress,,"[""Lori Grimes""]"
tt7431922,4,nm0005342,actor,,"[""Daryl Dixon"",""Dale Horvath""]"
tt7431922,5,nm0791995,director,,
tt7431922,6,nm0203345,writer,written by,
tt7431922,7,nm1827639,writer,written by,
tt7431922,8,nm0991355,writer,written by,
tt7431922,9,nm1535893,writer,head writer,
tt7437454,10,nm2203779,writer,written by,
tt7437454,1,nm0071304,actor,,"[""Bob Belcher""]"
tt7437454,2,nm2089814,actor,,"[""Tina Belcher""]"
tt7437454,3,nm1483349,actor,,"[""Gene Belcher""]"
tt7437454,4,nm1926427,actor,,"[""Teddy""]"
tt7437454,5,nm3351727,director,,
tt7437454,6,nm0220615,director,supervising director,
tt7437454,7,nm0098908,writer,creator,
tt7437454,8,nm0202458,writer,creator,
tt7437454,9,nm0597313,writer,written by,
tt7437468,10,nm1418638,composer,,
tt7437468,1,nm0071304,actor,,"[""Bob Belcher"",""Ms. LaBonz""]"
tt7437468,2,nm2089814,actor,,"[""Tina Belcher""]"
tt7437468,3,nm1483349,actor,,"[""Gene Belcher""]"
tt7437468,4,nm1926427,actor,,"[""Teddy"",""Edith Cranwinkle""]"
tt7437468,5,nm3607924,director,,
tt7437468,6,nm0220615,director,supervising director,
tt7437468,7,nm0098908,writer,creator,
tt7437468,8,nm0202458,writer,creator,
tt7437468,9,nm0860188,writer,written by,
tt7446798,1,nm1551598,actor,,"[""Rick Sanchez"",""Morty Smith""]"
tt7480026,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt7480026,2,nm0097504,actress,,"[""Lois Griffin"",""Barbara Pewderschmidt""]"
tt7480026,3,nm0001293,actor,,"[""Chris Griffin""]"
tt7480026,4,nm0005109,actress,,"[""Meg Griffin""]"
tt7480026,5,nm2531622,director,,
tt7480026,6,nm1462498,director,supervising director,
tt7480026,7,nm0958412,writer,creator,
tt7480026,8,nm0807834,writer,written by,
tt7480026,9,nm0716396,producer,producer,
tt7480030,10,nm0644021,writer,written by,
tt7480030,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Sideshow Mel""]"
tt7480030,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7480030,3,nm0004813,actress,,"[""Bart Simpson""]"
tt7480030,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7480030,5,nm0027214,director,,
tt7480030,6,nm0026433,director,,
tt7480030,7,nm0004981,writer,creator,
tt7480030,8,nm0000985,writer,creator,
tt7480030,9,nm0800376,writer,creator,
tt7480064,10,nm0295791,writer,written by,
tt7480064,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Santa's Little Helper""]"
tt7480064,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7480064,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt7480064,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7480064,5,nm2633347,director,,
tt7480064,6,nm0027214,director,supervising director,
tt7480064,7,nm0004981,writer,creator,
tt7480064,8,nm0000985,writer,creator,
tt7480064,9,nm0800376,writer,creator,
tt7484114,1,nm0254043,actor,,"[""Sheriff""]"
tt7484116,1,nm0254043,actor,,"[""Sheriff""]"
tt7484120,10,nm0368579,editor,,
tt7484120,1,nm1902432,actor,,"[""Early""]"
tt7484120,2,nm2284315,actor,,"[""Rusty""]"
tt7484120,3,nm2339349,actress,,"[""Tammy""]"
tt7484120,4,nm0932302,actor,,"[""Deputy Denny""]"
tt7484120,5,nm1732706,director,,
tt7484120,6,nm0287265,writer,written by,
tt7484120,7,nm2460433,writer,written by,
tt7484120,8,nm1852674,producer,producer,
tt7484120,9,nm1681374,editor,,
tt7484122,10,nm1681374,editor,,
tt7484122,1,nm4932699,actor,,
tt7484122,2,nm0254043,actor,,"[""Sheriff""]"
tt7484122,3,nm1902432,actor,,"[""Early Cuyler""]"
tt7484122,4,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7484122,5,nm0287265,director,,
tt7484122,6,nm1732706,director,,
tt7484122,7,nm0932302,director,,
tt7484122,8,nm2460433,writer,,
tt7484122,9,nm1852674,producer,producer,
tt7484892,10,nm0133150,producer,producer,
tt7484892,1,nm0004715,actor,,"[""BoJack Horseman""]"
tt7484892,2,nm0781238,actress,,"[""Princess Carolyn""]"
tt7484892,3,nm1555340,actress,,"[""Diane Nguyen""]"
tt7484892,4,nm0006670,actor,,"[""Mr. Peanutbutter""]"
tt7484892,5,nm0664009,director,,
tt7484892,6,nm4369688,writer,creator,
tt7484892,7,nm2171685,writer,written by,
tt7484892,8,nm2072419,producer,producer,
tt7484892,9,nm0119946,producer,producer,
tt7505856,10,nm2277726,producer,producer,
tt7505856,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt7505856,2,nm0097504,actress,,"[""Lois Griffin""]"
tt7505856,3,nm0001293,actor,,"[""Chris Griffin""]"
tt7505856,4,nm0005109,actress,,"[""Meg Griffin""]"
tt7505856,5,nm0453606,director,,
tt7505856,6,nm1462498,director,supervising director,
tt7505856,7,nm0958412,writer,creator,
tt7505856,8,nm2881444,writer,written by,
tt7505856,9,nm1648343,producer,producer,
tt7535264,10,nm1743855,producer,producer,
tt7535264,1,nm0010338,self,,"[""Himself""]"
tt7535264,2,nm7480191,actor,,
tt7535264,3,nm2339349,actress,,"[""Tammy""]"
tt7535264,4,nm0004839,self,,"[""Himself""]"
tt7535264,5,nm1732706,director,,
tt7535264,6,nm0287265,writer,,
tt7535264,7,nm2460433,writer,,
tt7535264,8,nm0932302,writer,,
tt7535264,9,nm1852674,producer,producer,
tt7536998,10,nm0368579,editor,,
tt7536998,1,nm1902432,actor,,"[""Early Cuyler""]"
tt7536998,2,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7536998,3,nm1075468,actor,,"[""Granny""]"
tt7536998,4,nm0932302,actor,,"[""Narrator"",""Denny""]"
tt7536998,5,nm0287265,director,,
tt7536998,6,nm1732706,director,,
tt7536998,7,nm2460433,writer,,
tt7536998,8,nm1852674,producer,producer,
tt7536998,9,nm1681374,editor,,
tt7542490,10,nm5512076,composer,,
tt7542490,1,nm0071304,actor,,"[""Bob Belcher""]"
tt7542490,2,nm2089814,actor,,"[""Tina Belcher""]"
tt7542490,3,nm1483349,actor,,"[""Gene Belcher""]"
tt7542490,4,nm1926427,actor,,"[""Teddy""]"
tt7542490,5,nm1986944,director,,
tt7542490,6,nm0220615,director,supervising director,
tt7542490,7,nm0098908,writer,creator,
tt7542490,8,nm0202458,writer,creator,
tt7542490,9,nm2451853,writer,written by,
tt7548148,10,nm0303991,writer,written by,
tt7548148,1,nm0144657,actor,,"[""Homer Simpson"",""Squeaky Voiced Teen"",""Mayor Quimby""]"
tt7548148,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt7548148,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Nelson Muntz""]"
tt7548148,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7548148,5,nm0622048,director,,
tt7548148,6,nm0027214,director,supervising director,
tt7548148,7,nm0004981,writer,creator,
tt7548148,8,nm0000985,writer,creator,
tt7548148,9,nm0800376,writer,creator,
tt7555770,10,nm2181286,producer,producer,
tt7555770,1,nm0035488,actor,,"[""Elliot Birch""]"
tt7555770,2,nm0068338,actress,,"[""Pam""]"
tt7555770,3,nm2654481,actor,,"[""Detective Dumont""]"
tt7555770,4,nm0149560,actress,,"[""Shannon Glaser""]"
tt7555770,5,nm1754908,director,,
tt7555770,6,nm1802209,writer,creator,
tt7555770,7,nm2810295,writer,creator,
tt7555770,8,nm0505662,writer,creator,
tt7555770,9,nm0280814,writer,creator,
tt7576226,10,nm3743282,producer,producer,
tt7576226,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576226,2,nm0339460,actress,,"[""Charlotte""]"
tt7576226,3,nm2436722,actress,,"[""Pam Poovey""]"
tt7576226,4,nm0663177,actor,,"[""Fuchs""]"
tt7576226,5,nm0994488,writer,creator,
tt7576226,6,nm2308303,producer,producer,
tt7576226,7,nm3919648,producer,producer,
tt7576226,8,nm0285990,producer,producer,
tt7576226,9,nm2422454,producer,producer,
tt7576230,10,nm3743282,producer,producer,
tt7576230,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576230,2,nm0339460,actress,,"[""Charlotte""]"
tt7576230,3,nm2436722,actress,,"[""Pam Poovey""]"
tt7576230,4,nm0663177,actor,,"[""Fuchs""]"
tt7576230,5,nm0994488,writer,creator,
tt7576230,6,nm2308303,producer,producer,
tt7576230,7,nm3919648,producer,producer,
tt7576230,8,nm0285990,producer,producer,
tt7576230,9,nm2422454,producer,producer,
tt7576234,10,nm3743282,producer,producer,
tt7576234,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576234,2,nm0339460,actress,,"[""Charlotte""]"
tt7576234,3,nm2436722,actress,,"[""Pam Poovey""]"
tt7576234,4,nm0663177,actor,,"[""Fuchs""]"
tt7576234,5,nm0994488,writer,creator,
tt7576234,6,nm2308303,producer,producer,
tt7576234,7,nm3919648,producer,producer,
tt7576234,8,nm0285990,producer,producer,
tt7576234,9,nm2422454,producer,producer,
tt7576236,10,nm2422454,producer,producer,
tt7576236,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576236,2,nm1679217,actor,,"[""German Soldier""]"
tt7576236,3,nm0339460,actress,,"[""Charlotte""]"
tt7576236,4,nm2436722,actress,,"[""Pam Poovey""]"
tt7576236,5,nm0994488,writer,creator,
tt7576236,6,nm2312887,writer,written by,
tt7576236,7,nm2308303,producer,producer,
tt7576236,8,nm3919648,producer,producer,
tt7576236,9,nm0285990,producer,producer,
tt7576238,10,nm3743282,producer,producer,
tt7576238,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576238,2,nm0339460,actress,,"[""Charlotte""]"
tt7576238,3,nm0005026,actress,,"[""Queen""]"
tt7576238,4,nm2436722,actress,,"[""Pam Poovey""]"
tt7576238,5,nm0994488,writer,creator,
tt7576238,6,nm2308303,producer,producer,
tt7576238,7,nm3919648,producer,producer,
tt7576238,8,nm0285990,producer,producer,
tt7576238,9,nm2422454,producer,producer,
tt7576240,10,nm3743282,producer,producer,
tt7576240,1,nm0071304,actor,,"[""Sterling Archer""]"
tt7576240,2,nm2542488,actor,,"[""German Soldier""]"
tt7576240,3,nm0339460,actress,,"[""Charlotte""]"
tt7576240,4,nm2436722,actress,,"[""Pam Poovey""]"
tt7576240,5,nm0994488,writer,creator,
tt7576240,6,nm2308303,producer,producer,
tt7576240,7,nm3919648,producer,producer,
tt7576240,8,nm0285990,producer,producer,
tt7576240,9,nm2422454,producer,producer,
tt7585872,10,nm1418638,composer,,
tt7585872,1,nm0071304,actor,,"[""Bob Belcher""]"
tt7585872,2,nm2089814,actor,,"[""Tina Belcher""]"
tt7585872,3,nm1483349,actor,,"[""Gene Belcher""]"
tt7585872,4,nm1926427,actor,,"[""Teddy""]"
tt7585872,5,nm0220615,director,supervising director,
tt7585872,6,nm2826643,director,,
tt7585872,7,nm0098908,writer,creator,
tt7585872,8,nm0202458,writer,creator,
tt7585872,9,nm2813438,writer,written by,
tt7611600,1,nm1902432,actor,,"[""Early Cuyler""]"
tt7611600,2,nm1075468,actor,,"[""Granny""]"
tt7611600,3,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7611600,4,nm0932302,actor,,"[""Narrator"",""Denny""]"
tt7611600,5,nm0287265,writer,,
tt7611600,6,nm2460433,producer,producer,
tt7611600,7,nm1681374,editor,,
tt7611600,8,nm0368579,editor,,
tt7611600,9,nm1743855,editor,,
tt7611604,10,nm0368579,editor,,
tt7611604,1,nm1902432,actor,,"[""Early Cuyler""]"
tt7611604,2,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7611604,3,nm1075468,actor,,"[""Granny""]"
tt7611604,4,nm4772717,actor,,"[""Pastor Nubbins""]"
tt7611604,5,nm0287265,director,,
tt7611604,6,nm0932302,director,,
tt7611604,7,nm2460433,writer,,
tt7611604,8,nm1852674,producer,producer,
tt7611604,9,nm1681374,editor,,
tt7611614,10,nm1743855,producer,producer,
tt7611614,1,nm1902432,actor,,"[""Early Cuyler""]"
tt7611614,2,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7611614,3,nm1075468,actor,,"[""Granny""]"
tt7611614,4,nm2339349,actress,,"[""Tammy""]"
tt7611614,5,nm1732706,director,,
tt7611614,6,nm0287265,writer,,
tt7611614,7,nm2460433,writer,,
tt7611614,8,nm0932302,writer,,
tt7611614,9,nm1852674,producer,producer,
tt7611786,10,nm7161573,editor,,
tt7611786,1,nm1902432,actor,,
tt7611786,2,nm1075468,actor,,
tt7611786,3,nm0254043,actor,,"[""Sheriff""]"
tt7611786,4,nm0287265,actor,,
tt7611786,5,nm0932302,director,,
tt7611786,6,nm2460433,writer,,
tt7611786,7,nm1852674,producer,producer,
tt7611786,8,nm1743855,producer,producer,
tt7611786,9,nm1681374,editor,,
tt7611788,10,nm1681374,editor,,
tt7611788,1,nm1902432,actor,,"[""Early Cuyler""]"
tt7611788,2,nm2284315,actor,,"[""Rusty Cuyler""]"
tt7611788,3,nm1075468,actor,,"[""Granny""]"
tt7611788,4,nm1512920,actor,,"[""Dan Halen""]"
tt7611788,5,nm0287265,director,,
tt7611788,6,nm0932302,director,,
tt7611788,7,nm2460433,writer,,
tt7611788,8,nm1852674,producer,producer,
tt7611788,9,nm1743855,producer,producer,
tt7635404,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt7635404,2,nm0097504,actress,,"[""Lois Griffin""]"
tt7635404,3,nm0001293,actor,,"[""Chris Griffin""]"
tt7635404,4,nm0005109,actress,,"[""Meg Griffin""]"
tt7635404,5,nm2638975,director,,
tt7635404,6,nm1462498,director,supervising director,
tt7635404,7,nm0958412,writer,creator,
tt7635404,8,nm1163667,writer,written by,
tt7635404,9,nm0716396,producer,producer,
tt7635410,10,nm1648343,producer,producer,
tt7635410,1,nm0532235,actor,,"[""Stewie Griffin"",""Brian Griffin""]"
tt7635410,2,nm0097504,actress,,"[""Lois Griffin""]"
tt7635410,3,nm0001293,actor,,"[""Chris Griffin""]"
tt7635410,4,nm0005109,actress,,"[""Meg Griffin""]"
tt7635410,5,nm0891331,director,,
tt7635410,6,nm1462498,director,supervising director,
tt7635410,7,nm0958412,writer,creator,
tt7635410,8,nm0417505,writer,written by,
tt7635410,9,nm2401797,writer,staff writer,
tt7635808,10,nm3433546,writer,written by,
tt7635808,1,nm0071304,actor,,"[""Bob Belcher""]"
tt7635808,2,nm2089814,actor,,"[""Tina Belcher""]"
tt7635808,3,nm1483349,actor,,"[""Gene Belcher""]"
tt7635808,4,nm1926427,actor,,"[""Teddy"",""Edith""]"
tt7635808,5,nm0220615,director,supervising director,
tt7635808,6,nm1986944,director,,
tt7635808,7,nm3607924,director,,
tt7635808,8,nm0098908,writer,creator,
tt7635808,9,nm0202458,writer,creator,
tt7636822,10,nm1121389,writer,written by,
tt7636822,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Grampa Simpson""]"
tt7636822,2,nm0001413,actress,,"[""Marge Simpson""]"
tt7636822,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt7636822,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt7636822,5,nm0027214,director,supervising director,
tt7636822,6,nm1676319,director,,
tt7636822,7,nm0004981,writer,creator,
tt7636822,8,nm0000985,writer,creator,
tt7636822,9,nm0800376,writer,creator,
tt7702262,10,nm0648418,writer,written by,
tt7702262,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Gil Gunderson""]"
