tconst,ordering,nconst,category,job,characters
tt0701245,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701245,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701245,5,nm0601901,director,,
tt0701245,6,nm0004981,writer,creator,
tt0701245,7,nm0000985,writer,creator,
tt0701245,8,nm0800376,writer,creator,
tt0701245,9,nm0169326,writer,written by,
tt0701246,10,nm0134533,writer,staff writer,
tt0701246,1,nm0144657,actor,,"[""Homer Simpson"",""Trapped Teacher"",""Charlie""]"
tt0701246,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt0701246,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Kearney""]"
tt0701246,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701246,5,nm0046452,director,,
tt0701246,6,nm0004981,writer,creator,
tt0701246,7,nm0000985,writer,creator,
tt0701246,8,nm0800376,writer,creator,
tt0701246,9,nm0611637,writer,written by,
tt0701247,10,nm0337286,producer,producer,
tt0701247,1,nm0144657,actor,,"[""Homer Simpson"",""Gil"",""Krusty the Klown""]"
tt0701247,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701247,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt0701247,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701247,5,nm0027214,director,,
tt0701247,6,nm0004981,writer,creator,
tt0701247,7,nm0000985,writer,creator,
tt0701247,8,nm0800376,writer,creator,
tt0701247,9,nm0142620,writer,written by,
tt0701248,10,nm0303991,producer,producer,
tt0701248,1,nm0144657,actor,,"[""Mayor Quimby"",""Homer Simpson"",""Krusty the Klown""]"
tt0701248,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701248,3,nm0004813,actress,,"[""Nelson Muntz"",""Ralph Wiggum"",""Bart Simpson""]"
tt0701248,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701248,5,nm0622048,director,,
tt0701248,6,nm0004981,writer,creator,
tt0701248,7,nm0000985,writer,creator,
tt0701248,8,nm0800376,writer,creator,
tt0701248,9,nm1121389,writer,written by,
tt0701249,10,nm2346189,writer,staff writer,
tt0701249,1,nm0144657,actor,,"[""Homer Simpson"",""Squeaky-Voiced Teen"",""Ice Cream Man""]"
tt0701249,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701249,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Nelson Muntz""]"
tt0701249,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701249,5,nm0026433,director,,
tt0701249,6,nm0004981,writer,creator,
tt0701249,7,nm0000985,writer,creator,
tt0701249,8,nm0800376,writer,creator,
tt0701249,9,nm0841990,writer,written by,
tt0701250,10,nm0236421,producer,producer,
tt0701250,1,nm0144657,actor,,"[""Homer Simpson"",""Safe Guard"",""Barney""]"
tt0701250,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701250,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701250,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701250,5,nm0688914,director,,
tt0701250,6,nm0004981,writer,creator,
tt0701250,7,nm0000985,writer,creator,
tt0701250,8,nm0800376,writer,creator,
tt0701250,9,nm0841990,writer,written by,
tt0701251,10,nm0011504,producer,producer,
tt0701251,1,nm0144657,actor,,"[""Homer Simpson"",""French Representative"",""Mayor Quimby""]"
tt0701251,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt0701251,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701251,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701251,5,nm0456658,director,,
tt0701251,6,nm0004981,writer,creator,
tt0701251,7,nm0000985,writer,creator,
tt0701251,8,nm0800376,writer,creator,
tt0701251,9,nm0856829,writer,written by,
tt0701252,10,nm2346189,writer,staff writer,
tt0701252,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Movie Frat Guy #2""]"
tt0701252,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier""]"
tt0701252,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt0701252,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701252,5,nm0469592,director,,
tt0701252,6,nm0004981,writer,creator,
tt0701252,7,nm0000985,writer,creator,
tt0701252,8,nm0800376,writer,creator,
tt0701252,9,nm0900140,writer,written by,
tt0701253,10,nm0032219,producer,producer,
tt0701253,1,nm0144657,actor,,"[""Homer Simpson"",""Abraham 'Grampa' Simpson"",""Krusty the Clown""]"
tt0701253,2,nm0001413,actress,,"[""Marge Simpson"",""Jacqueline Bouvier"",""Patty Bouvier""]"
tt0701253,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701253,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701253,5,nm0456658,director,,
tt0701253,6,nm0004981,writer,creator,
tt0701253,7,nm0000985,writer,creator,
tt0701253,8,nm0800376,writer,creator,
tt0701253,9,nm0841990,writer,written by,
tt0701254,10,nm0583127,producer,producer,
tt0701254,1,nm0144657,actor,,"[""Homer Simpson"",""Santa's Little Helper"",""Bill""]"
tt0701254,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt0701254,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701254,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701254,5,nm0033741,director,,
tt0701254,6,nm0004981,writer,creator,
tt0701254,7,nm0000985,writer,creator,
tt0701254,8,nm0800376,writer,creator,
tt0701254,9,nm0552495,writer,written by,
tt0701255,10,nm0780288,writer,written by,
tt0701255,1,nm0144657,actor,,"[""Homer Simpson"",""Marty"",""Charlton Heston""]"
tt0701255,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701255,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701255,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701255,5,nm0456658,director,,
tt0701255,6,nm0004981,writer,creator,
tt0701255,7,nm0000985,writer,creator,
tt0701255,8,nm0800376,writer,creator,
tt0701255,9,nm0583127,writer,written by,
tt0701256,10,nm0303991,producer,producer,
tt0701256,1,nm0144657,actor,,"[""Homer Simpson""]"
tt0701256,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701256,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701256,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701256,5,nm0027214,director,,
tt0701256,6,nm0004981,writer,creator,
tt0701256,7,nm0000985,writer,creator,
tt0701256,8,nm0800376,writer,creator,
tt0701256,9,nm0332344,writer,written by,
tt0701257,10,nm0142620,writer,executive story editor,
tt0701257,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Mayor Quimby""]"
tt0701257,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701257,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701257,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701257,5,nm0601901,director,,
tt0701257,6,nm0004981,writer,creator,
tt0701257,7,nm0000985,writer,creator,
tt0701257,8,nm0800376,writer,creator,
tt0701257,9,nm0444517,writer,written by,
tt0701258,10,nm0303991,producer,producer,
tt0701258,1,nm0144657,actor,,"[""Homer Simpson"",""Chuck Shadowski"",""Sideshow Mel""]"
tt0701258,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701258,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701258,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701258,5,nm0456658,director,,
tt0701258,6,nm0004981,writer,creator,
tt0701258,7,nm0000985,writer,creator,
tt0701258,8,nm0800376,writer,creator,
tt0701258,9,nm0841990,writer,written by,
tt0701259,10,nm0578821,producer,producer,
tt0701259,1,nm0144657,actor,,"[""Homer Simpson"",""Santa's Little Helper"",""Grampa Simpson""]"
tt0701259,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701259,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Nelson Muntz""]"
tt0701259,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701259,5,nm0027214,director,,
tt0701259,6,nm0004981,writer,creator,
tt0701259,7,nm0000985,writer,creator,
tt0701259,8,nm0800376,writer,creator,
tt0701259,9,nm0032219,writer,written by,
tt0701260,10,nm0644021,writer,written by,
tt0701260,1,nm0144657,actor,,"[""Homer Simpson"",""Springfield Billy"",""Mayor Quimby""]"
tt0701260,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701260,3,nm0004813,actress,,"[""Bart Simpson"",""Mrs. Dexter's Daughter""]"
tt0701260,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701260,5,nm0622048,director,,
tt0701260,6,nm0798899,director,supervising director,
tt0701260,7,nm0004981,writer,creator,
tt0701260,8,nm0000985,writer,creator,
tt0701260,9,nm0800376,writer,creator,
tt0701261,10,nm0337286,writer,staff writer,
tt0701261,1,nm0144657,archive_footage,,"[""Homer Simpson"",""Matt Groening"",""Krusty the Klown""]"
tt0701261,2,nm0001413,archive_footage,,"[""Marge Simpson""]"
tt0701261,3,nm0004813,archive_footage,,"[""Bart Simpson""]"
tt0701261,4,nm0810379,archive_footage,,"[""Lisa Simpson""]"
tt0701261,5,nm0798899,director,,
tt0701261,6,nm0004981,writer,creator,
tt0701261,7,nm0000985,writer,creator,
tt0701261,8,nm0800376,writer,creator,
tt0701261,9,nm0900140,writer,written by,
tt0701262,10,nm0169326,writer,written by,
tt0701262,1,nm0144657,actor,,"[""Homer Simpson"",""Barney Gumble"",""Abraham 'Grampa' Simpson""]"
tt0701262,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier""]"
tt0701262,3,nm0004813,actress,,"[""Ralph Wiggum"",""Bart Simpson"",""Kearney""]"
tt0701262,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701262,5,nm0012682,director,,
tt0701262,6,nm0004981,writer,creator,
tt0701262,7,nm0000985,writer,creator,
tt0701262,8,nm0800376,writer,creator,
tt0701262,9,nm0444517,writer,story by,
tt0701263,10,nm0337286,writer,staff writer,
tt0701263,1,nm0144657,actor,,"[""Homer Simpson"",""Hans Moleman"",""Santa's Little Helper""]"
tt0701263,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701263,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701263,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701263,5,nm0601901,director,,
tt0701263,6,nm0004981,writer,creator,
tt0701263,7,nm0000985,writer,creator,
tt0701263,8,nm0800376,writer,creator,
tt0701263,9,nm0365829,writer,written by,
tt0701264,10,nm2346189,writer,staff writer,
tt0701264,1,nm0144657,actor,,"[""Homer Simpson"",""Barney Gumble"",""Mayor Quimby""]"
tt0701264,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701264,3,nm0004813,actress,,"[""Bart Simpson"",""Octuplets""]"
tt0701264,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701264,5,nm0622048,director,,
tt0701264,6,nm0004981,writer,creator,
tt0701264,7,nm0000985,writer,creator,
tt0701264,8,nm0800376,writer,creator,
tt0701264,9,nm0841990,writer,written by,
tt0701265,10,nm0142620,producer,producer,
tt0701265,1,nm0144657,actor,,"[""Homer Simpson"",""Krusty"",""Myron""]"
tt0701265,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701265,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt0701265,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701265,5,nm0778772,director,,
tt0701265,6,nm0004981,writer,creator,
tt0701265,7,nm0000985,writer,creator,
tt0701265,8,nm0800376,writer,creator,
tt0701265,9,nm0561631,writer,written by,
tt0701266,10,nm0032219,producer,producer,
tt0701266,1,nm0144657,actor,,"[""Homer Simpson"",""Louie"",""Hans Moleman""]"
tt0701266,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701266,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701266,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701266,5,nm0790746,director,,
tt0701266,6,nm0004981,writer,creator,
tt0701266,7,nm0000985,writer,creator,
tt0701266,8,nm0800376,writer,creator,
tt0701266,9,nm0188243,writer,written by,
tt0701267,10,nm0783468,writer,staff writer,
tt0701267,1,nm0144657,actor,,"[""Homer Simpson"",""Krusty"",""Grampa""]"
tt0701267,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701267,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701267,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701267,5,nm0601901,director,,
tt0701267,6,nm0004981,writer,creator,
tt0701267,7,nm0000985,writer,creator,
tt0701267,8,nm0800376,writer,creator,
tt0701267,9,nm0032219,writer,written by,
tt0701268,10,nm0668309,writer,written by,
tt0701268,1,nm0144657,actor,,"[""Homer Simpson"",""Clerk #2"",""Mayor Quimby""]"
tt0701268,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701268,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Kearney""]"
tt0701268,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701268,5,nm0534041,director,,
tt0701268,6,nm0004981,writer,creator,
tt0701268,7,nm0000985,writer,creator,
tt0701268,8,nm0800376,writer,creator,
tt0701268,9,nm0295791,writer,written by,
tt0701269,10,nm0718514,writer,written by,
tt0701269,1,nm0144657,actor,,"[""Homer Simpson"",""Bald Critic"",""Barney Gumble""]"
tt0701269,2,nm0001413,actress,,"[""Marge Simpson"",""Jacqueline Bouvier"",""Patty Bouvier""]"
tt0701269,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701269,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701269,5,nm0798899,director,,
tt0701269,6,nm0004981,writer,creator,
tt0701269,7,nm0000985,writer,creator,
tt0701269,8,nm0800376,writer,creator,
tt0701269,9,nm0419830,writer,written by,
tt0701270,10,nm0841990,writer,written by,
tt0701270,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Bill""]"
tt0701270,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701270,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701270,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701270,5,nm0456658,director,,
tt0701270,6,nm0714114,director,supervising director,
tt0701270,7,nm0004981,writer,creator,
tt0701270,8,nm0000985,writer,creator,
tt0701270,9,nm0800376,writer,creator,
tt0701271,10,nm1529941,writer,staff writer,
tt0701271,1,nm0144657,actor,,"[""Homer Simpson"",""Guard""]"
tt0701271,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701271,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701271,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701271,5,nm0472866,director,,
tt0701271,6,nm0004981,writer,creator,
tt0701271,7,nm0000985,writer,creator,
tt0701271,8,nm0800376,writer,creator,
tt0701271,9,nm0480354,writer,written by,
tt0701272,10,nm0011504,producer,producer,
tt0701272,1,nm0144657,actor,,"[""Homer Simpson"",""Ethnic Man"",""Hypersugar Teen""]"
tt0701272,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701272,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum""]"
tt0701272,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701272,5,nm0585086,director,,
tt0701272,6,nm0004981,writer,creator,
tt0701272,7,nm0000985,writer,creator,
tt0701272,8,nm0800376,writer,creator,
tt0701272,9,nm0783468,writer,written by,
tt0701273,10,nm0337286,writer,written by,
tt0701273,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Emperor""]"
tt0701273,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701273,3,nm0004813,actress,,"[""Bart Simpson"",""Maggie Simpson"",""Todd Flanders""]"
tt0701273,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701273,5,nm0714114,director,,
tt0701273,6,nm0004981,writer,creator,
tt0701273,7,nm0000985,writer,creator,
tt0701273,8,nm0800376,writer,creator,
tt0701273,9,nm0142620,writer,written by,
tt0701274,10,nm0303991,producer,producer,
tt0701274,1,nm0144657,actor,,"[""Homer Simpson"",""Stuart"",""Hans Moleman""]"
tt0701274,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701274,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701274,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701274,5,nm0456658,director,,
tt0701274,6,nm0004981,writer,creator,
tt0701274,7,nm0000985,writer,creator,
tt0701274,8,nm0800376,writer,creator,
tt0701274,9,nm2346189,writer,written by,
tt0701275,10,nm0011504,producer,producer,
tt0701275,1,nm0144657,actor,,"[""Homer Simpson"",""Cashier"",""Mayor Quimby""]"
tt0701275,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt0701275,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701275,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701275,5,nm0033741,director,,
tt0701275,6,nm0004981,writer,creator,
tt0701275,7,nm0000985,writer,creator,
tt0701275,8,nm0800376,writer,creator,
tt0701275,9,nm0552495,writer,written by,
tt0701276,10,nm1529941,writer,staff writer,
tt0701276,1,nm0144657,actor,,"[""Homer Simpson"",""Santa's Little Helper"",""Groundskeeper Willie""]"
tt0701276,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier""]"
tt0701276,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Pregnant Woman""]"
tt0701276,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701276,5,nm0472866,director,,
tt0701276,6,nm0004981,writer,creator,
tt0701276,7,nm0000985,writer,creator,
tt0701276,8,nm0800376,writer,creator,
tt0701276,9,nm1121389,writer,written by,
tt0701277,10,nm0783468,writer,staff writer,
tt0701277,1,nm0144657,actor,,"[""Homer Simpson"",""Mayor Quimby"",""Oscar the Grouch""]"
tt0701277,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701277,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701277,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701277,5,nm0714114,director,,
tt0701277,6,nm0004981,writer,creator,
tt0701277,7,nm0000985,writer,creator,
tt0701277,8,nm0800376,writer,creator,
tt0701277,9,nm0561631,writer,written by,
tt0701278,10,nm0841990,writer,written by,
tt0701278,1,nm0144657,actor,,"[""Homer Simpson"",""Kodos""]"
tt0701278,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701278,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701278,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701278,5,nm0033741,director,,
tt0701278,6,nm0601781,director,,
tt0701278,7,nm0798899,director,,
tt0701278,8,nm0463124,writer,written by,
tt0701278,9,nm0938645,writer,written by,
tt0701279,10,nm0643009,writer,written by,
tt0701279,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Benedict Arnold""]"
tt0701279,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701279,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum""]"
tt0701279,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701279,5,nm0798899,director,,
tt0701279,6,nm0004981,writer,creator,
tt0701279,7,nm0000985,writer,creator,
tt0701279,8,nm0800376,writer,creator,
tt0701279,9,nm0005277,writer,written by,
tt0701280,10,nm0236421,writer,written by,
tt0701280,1,nm0144657,actor,,"[""Homer Simpson"",""Barney"",""Krusty""]"
tt0701280,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701280,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701280,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701280,5,nm0601901,director,,
tt0701280,6,nm0004981,writer,creator,
tt0701280,7,nm0000985,writer,creator,
tt0701280,8,nm0800376,writer,creator,
tt0701280,9,nm0142620,writer,written by,
tt0701281,10,nm0569775,writer,written by,
tt0701281,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Grampa Simpson""]"
tt0701281,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701281,3,nm0004813,actress,,"[""Bart Simpson"",""Sherman"",""Student""]"
tt0701281,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701281,5,nm0714114,director,,
tt0701281,6,nm0004981,writer,creator,
tt0701281,7,nm0000985,writer,creator,
tt0701281,8,nm0800376,writer,creator,
tt0701281,9,nm0199948,writer,written by,
tt0701283,10,nm0519209,writer,written by,
tt0701283,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Kodos""]"
tt0701283,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701283,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701283,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701283,5,nm0585086,director,,
tt0701283,6,nm0004981,writer,creator,
tt0701283,7,nm0000985,writer,creator,
tt0701283,8,nm0800376,writer,creator,
tt0701283,9,nm0142620,writer,written by,
tt0701284,10,nm0295791,writer,written by,
tt0701284,1,nm0144657,actor,,"[""Homer Simpson"",""Man #2"",""Leprechaun""]"
tt0701284,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt0701284,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701284,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701284,5,nm0714114,director,,
tt0701284,6,nm0004981,writer,creator,
tt0701284,7,nm0000985,writer,creator,
tt0701284,8,nm0800376,writer,creator,
tt0701284,9,nm1121389,writer,written by,
tt0701285,10,nm0303991,producer,producer,
tt0701285,1,nm0144657,actor,,"[""Homer Simpson"",""Kodos"",""Frankie the Squealer""]"
tt0701285,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701285,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701285,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701285,5,nm0601901,director,,
tt0701285,6,nm0004981,writer,creator,
tt0701285,7,nm0000985,writer,creator,
tt0701285,8,nm0800376,writer,creator,
tt0701285,9,nm0841990,writer,written by,
tt0701286,10,nm1529941,writer,staff writer,
tt0701286,1,nm0144657,actor,,"[""Homer Simpson"",""Kodos"",""Snowball II""]"
tt0701286,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier""]"
tt0701286,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Maggie Simpson""]"
tt0701286,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701286,5,nm0798899,director,,
tt0701286,6,nm0004981,writer,creator,
tt0701286,7,nm0000985,writer,creator,
tt0701286,8,nm0800376,writer,creator,
tt0701286,9,nm0644021,writer,written by,
tt0701287,10,nm0303991,producer,producer,
tt0701287,1,nm0144657,actor,,"[""Kodos"",""Homer Simpson"",""Barney Gumble""]"
tt0701287,2,nm0001413,actress,,"[""Selma Bouvier"",""Patty Bouvier"",""Marge Simpson""]"
tt0701287,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt0701287,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701287,5,nm0798899,director,,
tt0701287,6,nm0004981,writer,creator,
tt0701287,7,nm0000985,writer,creator,
tt0701287,8,nm0800376,writer,creator,
tt0701287,9,nm0932832,writer,written by,
tt0701288,10,nm0070534,producer,producer,
tt0701288,1,nm0144657,actor,,"[""Homer Simpson"",""Barney"",""Krusty""]"
tt0701288,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701288,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt0701288,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701288,5,nm0027214,director,,
tt0701288,6,nm0004981,writer,creator,
tt0701288,7,nm0000985,writer,creator,
tt0701288,8,nm0800376,writer,creator,
tt0701288,9,nm0783468,writer,written by,
tt0701289,10,nm0032219,writer,staff writer,
tt0701289,1,nm0144657,actor,,"[""Homer Simpson"",""Texan"",""Grampa Simpson""]"
tt0701289,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701289,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701289,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701289,5,nm0026433,director,,
tt0701289,6,nm0004981,writer,creator,
tt0701289,7,nm0000985,writer,creator,
tt0701289,8,nm0800376,writer,creator,
tt0701289,9,nm0780288,writer,written by,
tt0701290,10,nm0011504,producer,producer,
tt0701290,1,nm0144657,actor,,"[""Homer Simpson"",""Don Rickles"",""Squeaky-Voiced Teen""]"
tt0701290,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701290,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt0701290,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701290,5,nm0012682,director,,
tt0701290,6,nm0004981,writer,creator,
tt0701290,7,nm0000985,writer,creator,
tt0701290,8,nm0800376,writer,creator,
tt0701290,9,nm0827671,writer,written by,
tt0701291,10,nm2346189,writer,staff writer,
tt0701291,1,nm0144657,actor,,"[""Homer Simpson"",""Sgt. Scraps"",""Hans Moleman""]"
tt0701291,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701291,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders"",""Maggie Simpson""]"
tt0701291,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701291,5,nm0545088,director,,
tt0701291,6,nm0004981,writer,creator,
tt0701291,7,nm0000985,writer,creator,
tt0701291,8,nm0800376,writer,creator,
tt0701291,9,nm0900140,writer,written by,
tt0701292,10,nm0552495,producer,producer,
tt0701292,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Tractor""]"
tt0701292,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701292,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Miss Springfield""]"
tt0701292,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701292,5,nm0528335,director,,
tt0701292,6,nm0004981,writer,creator,
tt0701292,7,nm0000985,writer,creator,
tt0701292,8,nm0800376,writer,creator,
tt0701292,9,nm0841990,writer,written by,
tt0701293,10,nm0142620,producer,producer,
tt0701293,1,nm0144657,actor,,"[""Homer Simpson"",""Grey-haired man"",""Sideshow Mel""]"
tt0701293,2,nm0001413,actress,,"[""Marge Simpson""]"
tt0701293,3,nm0004813,actress,,"[""Bart Simpson""]"
tt0701293,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701293,5,nm0585086,director,,
tt0701293,6,nm0004981,writer,creator,
tt0701293,7,nm0000985,writer,creator,
tt0701293,8,nm0800376,writer,creator,
tt0701293,9,nm0032219,writer,written by,
tt0701294,10,nm0430781,writer,written by,
tt0701294,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Package Forwarder #1""]"
tt0701294,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier""]"
tt0701294,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt0701294,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt0701294,5,nm0528335,director,,
tt0701294,6,nm0004981,writer,creator,
tt0701294,7,nm0000985,writer,creator,
tt0701294,8,nm0800376,writer,creator,
tt0701294,9,nm0643009,writer,written by,
