,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
105,The Horse Rider-er,tt1561755,tt5662170,6,17,8.0,305.0,2016-05-15,2016,"
    Tina manages to convince her parents to send her to horse camp; but in doing so, she realizes she must end her relationship with her imaginary horse, Jericho.    ",Bob's Burgers,The Horse Rider-er
106,Secret Admiral-irer,tt1561755,tt5662172,6,18,8.0,293.0,2016-05-22,2016,"
    Tina's ideas of love and romance are tested when she volunteers at a nursing home to earn her next Thunder Girls badge. Meanwhile, Bob makes new friends who lead him to make some questionable choices.    ",Bob's Burgers,Secret Admiral-irer
107,"Glued, Where's My Bob?",tt1561755,tt5662174,6,19,9.0,476.0,2016-05-22,2016,"
    The Belcher children are involved in a goop war prank that takes place on the same day that a journalist is visiting the restaurant to write a profile.    ",Bob's Burgers,"Glued, Where's My Bob?"
108,Flu-ouise,tt1561755,tt5096560,7,1,8.0,414.0,2016-09-25,2016,"
    Louise comes down with the flu and falls into a wild fever dream filled with familiar faces, zany musical numbers and a crazy adventure.    ",Bob's Burgers,Flu-ouise
109,Sea Me Now,tt1561755,tt6104384,7,2,7.9,328.0,2016-10-09,2016,"
    Teddy tries to impress his ex-wife by organizing a day trip on his newly refurbished boat; Tina attempts to prove she's responsible enough to have a cellphone by taking care Bob's prized eraser.    ",Bob's Burgers,Sea Me Now
110,Teen-a-Witch,tt1561755,tt6114346,7,3,7.8,327.0,2016-10-23,2016,"
    When Tammy steals her idea for winning the annual Halloween costume contest, Tina turns to witchcraft.    ",Bob's Burgers,Teen-a-Witch
111,"They Serve Horses, Don't They?",tt1561755,tt6146960,7,4,7.6,317.0,2016-11-06,2016,"
    The Belchers find themselves involved in a full-blown investigation when Bob secures a new meat provider who claims to save money on every order.    ",Bob's Burgers,"They Serve Horses, Don't They?"
112,"Larger Brother, Where Fart Thou?",tt1561755,tt6190702,7,5,8.1,313.0,2016-11-20,2016,"
    Gene and Louise are left home alone when Tina ends up in detention, while Bob and Linda get into trouble with their accountant.    ",Bob's Burgers,"Larger Brother, Where Fart Thou?"
113,The Quirk-ducers,tt1561755,tt6190772,7,6,8.1,309.0,2016-11-20,2016,"
    The Belcher kids produce their own version of the annual Thanksgiving play and Linda finds a potato that resembles her late grandfather.    ",Bob's Burgers,The Quirk-ducers
114,The Last Gingerbread House on the Left,tt1561755,tt6213826,7,7,8.2,329.0,2016-11-27,2016,"
    Bob gets involved in a gingerbread house competition with Mr. Fischoeder and his friends while Linda, Teddy and the kids spread Christmas cheer through caroling.    ",Bob's Burgers,The Last Gingerbread House on the Left
115,Ex Mach Tina,tt1561755,tt6119178,7,8,8.0,306.0,2017-01-08,2017,"
    After hurting her ankle, Tina enrolls in a program that enables her send a robot of herself to school and the robot gives her an unexpected breakthrough with Jimmy Jr.    ",Bob's Burgers,Ex Mach Tina
116,Bob Actually,tt1561755,tt6405378,7,9,8.6,357.0,2017-02-12,2017,"
    With Valentine's Day around the corner, the kids find themselves in love-caused chaos and Bob comes up with a romantic gesture to impress Linda.    ",Bob's Burgers,Bob Actually
117,There's No Business Like Mr. Business Business,tt1561755,tt6467848,7,10,7.8,293.0,2017-02-19,2017,"
    Bob is skeptical about Gayle's cat Mr. Business having a career in showbiz, until it looks like the cat could have his big break.    ",Bob's Burgers,There's No Business Like Mr. Business Business
118,A Few 'Gurt Men,tt1561755,tt6545324,7,11,8.1,279.0,2017-03-05,2017,"
    Louise finds herself in a predicament when she is told that she will be representing one of her biggest enemies at Wagstaff during a mock-trial.    ",Bob's Burgers,A Few 'Gurt Men
119,Like Gene for Chocolate,tt1561755,tt6540330,7,12,7.6,270.0,2017-03-12,2017,"
    Gene learns that the formula for his favorite chocolate has changed, so he works with the head of the company to fix the problem. In the meantime, Bob gets wrapped up in one of Teddy's not-so-perfect plans.    ",Bob's Burgers,Like Gene for Chocolate
120,The Grand Mama-Pest Hotel,tt1561755,tt6570836,7,13,7.7,271.0,2017-03-19,2017,"
    Linda chaperones Tina's weekend at a heroine convention, while Gene and Louise spend the weekend with Bob.    ",Bob's Burgers,The Grand Mama-Pest Hotel
121,Aquaticism,tt1561755,tt6597072,7,14,7.8,274.0,2017-03-26,2017,"
    The Belcher kids hatch a plan to save the aquarium from closure, while Bob learns a few things about Linda's customer service skills.    ",Bob's Burgers,Aquaticism
122,Ain't Miss Debatin',tt1561755,tt6597076,7,15,8.1,286.0,2017-03-26,2017,"
    Tina is recruited for the debate team, while Gene and Louise make a stop motion film centered on a surprising subject matter.    ",Bob's Burgers,Ain't Miss Debatin'
123,Eggs for Days,tt1561755,tt6631398,7,16,8.2,272.0,2017-04-02,2017,"
    At the annual Easter egg hunt, Bob and Linda have a little too much fun hiding the eggs, so the Belchers race to find the one egg rotting in its hiding place.    ",Bob's Burgers,Eggs for Days
124,Zero Larp Thirty,tt1561755,tt6715452,7,17,7.8,271.0,2017-04-23,2017,"
    Linda wins a contest to spend a weekend at the home where her favorite TV show is filmed, but it doesn't quite go as planned.    ",Bob's Burgers,Zero Larp Thirty
125,The Laser-inth,tt1561755,tt6733190,7,18,8.1,278.0,2017-04-23,2017,"
    Bob and Gene go to the last-ever rock-and-roll laser show at the planetarium while Linda and the girls go out to dinner at a wacky restaurant.    ",Bob's Burgers,The Laser-inth
126,Thelma & Louise Except Thelma Is Linda,tt1561755,tt6733194,7,19,8.2,262.0,2017-04-30,2017,"
    Linda could lose her position as the leader of the Wagstaff bake sale when Louise gets in trouble at school.    ",Bob's Burgers,Thelma & Louise Except Thelma Is Linda
127,"Mom, Lies and Videotapes",tt1561755,tt6733202,7,20,7.9,255.0,2017-05-07,2017,"
    Linda catches a cold just before the Mother's Day show at Wagstaff.    ",Bob's Burgers,"Mom, Lies and Videotapes"
128,Paraders of the Lost Float,tt1561755,tt6733206,7,21,7.7,248.0,2017-05-21,2017,"
    Teddy talks Bob into entering the Bog to Beach parade even though the forecast calls for rain.    ",Bob's Burgers,Paraders of the Lost Float
129,Into the Mild,tt1561755,tt6733212,7,22,7.8,237.0,2017-06-11,2017,"
    Bob realizes his dream of being an outdoorsman when the wilderness equipment store has a going out of business sale; Linda and the kids spend the night watching Aunt Gayle rehearse for her one-woman show.    ",Bob's Burgers,Into the Mild
130,Brunchsquatch,tt1561755,tt6993092,8,1,7.9,463.0,2017-10-01,2017,"
    Bob decides to serve brunch to compete with Jimmy Pesto; the Belcher kids help Mr. Fischoeder's brother hide from him.    ",Bob's Burgers,Brunchsquatch
131,The Silence of the Louise,tt1561755,tt7437468,8,2,8.1,283.0,2017-10-15,2017,"
    Louise enlists Millie's help to find the culprit who attacked Mr. Frond's therapy dolls.    ",Bob's Burgers,The Silence of the Louise
132,The Wolf of Wharf Street,tt1561755,tt7437454,8,3,8.1,274.0,2017-10-22,2017,"
    On Halloween night, Linda tries to impress the kids by taking them to look for a wolf that has been terrorizing the town. Meanwhile, an injured and medicated Bob believes that Teddy has turned into a werewolf.    ",Bob's Burgers,The Wolf of Wharf Street
133,Sit Me Baby One More Time,tt1561755,tt7542490,8,4,8.0,273.0,2017-11-05,2017,"
    Tina starts a babysitting franchise that goes off the rails when Tammy is hired to work with her.    ",Bob's Burgers,Sit Me Baby One More Time
134,Thanks-hoarding,tt1561755,tt7585872,8,5,7.8,272.0,2017-11-19,2017,"
    The Belchers discover that Teddy is a secret hoarder when they reluctantly agree to pitch in for Thanksgiving with his family.    ",Bob's Burgers,Thanks-hoarding
135,The Bleakening - Part One & Two,tt1561755,tt7635808,8,6,8.2,341.0,2017-12-10,2017,"
    Linda wants to add some extra cheer to the holidays by throwing a holiday party.    ",Bob's Burgers,The Bleakening - Part One & Two
136,V for Valentine-detta,tt1561755,tt7733366,8,8,8.3,331.0,2018-01-14,2018,"
    Tina has a rough break up on Valentine's Day, so Linda and Louise take her on a girls' night out, while Bob and Gene have a trapeze experience that brings them closer.    ",Bob's Burgers,V for Valentine-detta
137,Y Tu Ga-Ga Tambien,tt1561755,tt7852806,8,9,7.6,232.0,2018-03-11,2018,"
    Gene disapproves of a new playground game; Linda fills in for the local library storyteller.    ",Bob's Burgers,Y Tu Ga-Ga Tambien
138,The Secret Ceramics Room of Secrets,tt1561755,tt8045718,8,10,7.8,215.0,2018-03-18,2018,"
    The kids are tasked with giving their grandma homemade gifts for her birthday and set out to find a secret ceramics room that, according to urban legend, has been boarded up for years.    ",Bob's Burgers,The Secret Ceramics Room of Secrets
139,Sleeping with the Frenemy,tt1561755,tt8075308,8,11,7.8,205.0,2018-03-25,2018,"
    Tina allows Tammy to stay with the Belchers during Spring Break and fixes her up with a boy from out of town.    ",Bob's Burgers,Sleeping with the Frenemy
140,The Hurt Soccer,tt1561755,tt8110994,8,12,8.1,219.0,2018-04-01,2018,"
    The Belchers sign Louise up for a soccer league and must help her train for the last game of the season.    ",Bob's Burgers,The Hurt Soccer
141,Cheer Up Sleepy Gene,tt1561755,tt8174214,8,13,7.8,205.0,2018-04-08,2018,"
    Gene is nervous about going to his first sleepover and realizes he had a right to be when things don't go as planned.    ",Bob's Burgers,Cheer Up Sleepy Gene
142,The Trouble with Doubles,tt1561755,tt8254030,8,14,8.0,201.0,2018-04-15,2018,"
    Bob and Linda get trapped in an Escape Room while on a double date with another couple. Meanwhile, Louise hosts a zombie-movie night, but Tina takes charge when the zombies prove to be too scary.    ",Bob's Burgers,The Trouble with Doubles
143,Go Tina on the Mountain,tt1561755,tt8254032,8,15,7.8,196.0,2018-04-22,2018,"
    Tina befriends a hermit living in the woods when she, Gene and Louise go to Outdoor Education; Bob and Linda see what it's like to be empty-nesters.    ",Bob's Burgers,Go Tina on the Mountain
144,"Are You There Bob? It's Me, Birthday",tt1561755,tt8012166,8,16,7.8,179.0,2018-04-29,2018,"
    Linda and the kids try to put together a last-minute surprise party when they forget Bob's birthday, but to do so, Linda asks Hugo to take Bob with him on his restaurant health inspections.    ",Bob's Burgers,"Are You There Bob? It's Me, Birthday"
145,Boywatch,tt1561755,tt8259880,8,17,7.5,188.0,2018-05-06,2018,"
    Tina joins the Junior Lifeguards, but she struggles with the training, prompting one of her fellow junior guards to try and make her quit.    ",Bob's Burgers,Boywatch
146,As I Walk Through the Alley of the Shadow of Ramps,tt1561755,tt8259884,8,18,7.8,182.0,2018-05-13,2018,"
    Louise gets into a turf war with a juice truck owner trying to set up shop in the Belcher's alley; Linda realizes she can't always come to her sister's defense.    ",Bob's Burgers,As I Walk Through the Alley of the Shadow of Ramps
147,Mo Mommy Mo Problems,tt1561755,tt8259896,8,19,7.8,183.0,2018-05-13,2018,"
    On Mother's Day, the Belchers wind up in a real estate scheme when attend open houses for free food and Linda meets a charming real estate agent.    ",Bob's Burgers,Mo Mommy Mo Problems
148,Mission Impos-Slug-Ble,tt1561755,tt8259898,8,20,7.6,184.0,2018-05-20,2018,"
    Louise devises a plan to get her extensive Burobu card collection back after it's confiscated at school.    ",Bob's Burgers,Mission Impos-Slug-Ble
149,"Something Old, Something New, Something Bob Caters for You",tt1561755,tt8259902,8,21,8.3,197.0,2018-05-20,2018,"
    The Belchers cater a wedding for a couple who fell in love at the restaurant.    ",Bob's Burgers,"Something Old, Something New, Something Bob Caters for You"
150,Just One of the Boyz 4 Now for Now,tt1561755,tt8407530,9,1,7.6,270.0,2018-09-30,2018,"
    Convinced she's met the love of her life, Tina decides to disguise herself as a boy and sneak into the Boyz 4 Now auditions to find him. Back at the restaurant, Teddy asks the rest of the Belcher gang to nurse his baby rat back to health.    ",Bob's Burgers,Just One of the Boyz 4 Now for Now
151,The Taking of Funtime One Two Three,tt1561755,tt8651752,9,2,8.5,213.0,2018-10-07,2018,"
    With help from Mr. Fischoeder, the Belcher kids devise a master plan to win the grand prize dune buggy at their local arcade; Teddy promises Bob and Linda fresh eggs if they take in a chicken.    ",Bob's Burgers,The Taking of Funtime One Two Three
152,Tweentrepreneurs,tt1561755,tt8651754,9,3,7.8,163.0,2018-10-14,2018,"
    Tina, Louise, and Gene get a taste of business when they join the school's Tweentrepeneurs club. Back at the restaurant, Bob and Linda find themselves outsmarted by a dine-and-dasher.    ",Bob's Burgers,Tweentrepreneurs
153,Nightmare on Ocean Avenue Street,tt1561755,tt8651756,9,4,8.2,186.0,2018-10-21,2018,"
    The Belcher kids set out to find the culprit who's snatching everyone's candy bags on Halloween night. Meanwhile, Teddy gets carried away when he decorates the restaurant to compete with another handyman on the street.    ",Bob's Burgers,Nightmare on Ocean Avenue Street
154,Live and Let Fly,tt1561755,tt8651758,9,5,7.6,157.0,2018-11-04,2018,"
    The Belcher kids' revenge plan against the school counselor gets them involved in a sibling rivalry between two pilots. Meanwhile Teddy invites Bob and Linda to a paper airplane contest.    ",Bob's Burgers,Live and Let Fly
155,Bobby Driver,tt1561755,tt8651762,9,6,8.1,175.0,2018-11-11,2018,"
    Bob drives a professional quilter around town when she talks him into joining her revenge plot; the kids attend a Gatsby-themed birthday party; Linda helps Teddy expand his taste palate.    ",Bob's Burgers,Bobby Driver
156,I Bob Your Pardon,tt1561755,tt8651764,9,7,7.9,143.0,2018-11-18,2018,"
    The Belchers try to save a turkey from the slaughterhouse.    ",Bob's Burgers,I Bob Your Pardon
157,Roller? I Hardly Know Her!,tt1561755,tt8651766,9,8,7.5,126.0,2018-11-25,2018,"
    Gene is upset with his best friend ditching him for Courtney as a roller-dancing partner; Teddy, Linda and Bob discover someone stalking the restaurant.    ",Bob's Burgers,Roller? I Hardly Know Her!
158,UFO No You Didn't,tt1561755,tt8651768,9,9,7.4,130.0,2018-12-02,2018,"
    Tina and her new science partner create a device that allows them to communicate with aliens, but their excitement turns to fear when they receive a dangerous warning message. Meanwhile, Bob attempts to sell mini coat racks he bought.    ",Bob's Burgers,UFO No You Didn't
159,Better Off Sled,tt1561755,tt8651770,9,10,8.0,131.0,2018-12-09,2018,"
    The Belcher kids get into a turf war with teenagers who take their usual sledding territory; Bob tries to help Linda knit three scarves before Christmas.    ",Bob's Burgers,Better Off Sled
160,"Lorenzo's Oil? No, Linda's",tt1561755,tt9413680,9,11,7.5,106.0,2019-01-06,2019,"
    Linda's new friend introduces her to essential oils and Aunt Gayle is convinced she must be rescued. Meanwhile, Bob and Teddy are bamboozled into performing a series of annoying favors for Mr. Huggins.    ",Bob's Burgers,"Lorenzo's Oil? No, Linda's"
161,The Helen Hunt,tt1561755,tt9402196,9,12,7.9,104.0,2019-01-13,2019,"
    The Belchers help Teddy find his dream girl, but Tina believes she's found a better match for him.    ",Bob's Burgers,The Helen Hunt
162,"Bed, Bob and Beyond",tt1561755,tt9413706,9,13,,,2019-02-10,2019,"
    A Valentine's Day fight between Bob and Linda has the kids feeling confused. After a failed attempt to see a movie, it's up to Tina, Louise and Gene to tell their own story as a distraction from the awkward tension.    ",Bob's Burgers,"Bed, Bob and Beyond"
163,Every Which Way but Goose,tt1561755,tt9413734,9,14,,,2019-02-17,2019,"
    Tina, discouraged by not being asked to prom by Jimmy Jr., forms an unhealthy attachment to a goose from the nearby park. Meanwhile, Linda joins a dating app to help Gretchen find a match.    ",Bob's Burgers,Every Which Way but Goose
164,Episode #9.15,tt1561755,tt9413736,9,15,,,2019-03-03,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",Bob's Burgers,Episode #9.15
165,Episode #9.16,tt1561755,tt9667904,9,16,,,2019-03-10,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",Bob's Burgers,Episode #9.16
166,Episode #9.17,tt1561755,tt9667920,9,17,,,2019-03-17,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",Bob's Burgers,Episode #9.17
167,Episode #9.18,tt1561755,tt9667930,9,18,,,2019-03-24,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",Bob's Burgers,Episode #9.18
168,Episode #9.19,tt1561755,tt9667942,9,19,,,2019-03-31,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",Bob's Burgers,Episode #9.19
